Workers,Servers,Program,No Pref Time,Pref Time,No Pref HitRatio,Pref HitRatio,Total Req,Time Diff,Pref wait_t,Pref barrier wait_t,No Pref wait_t,No Pref barrier wait_t
3,1,tran_rhf,363.589,371.473,0.255977,0.699191,5688,-7.884,53.4026685591245,27.4586637707,51.9715688089778,24.7876103964
3,2,tran_rhf,358.241,354.765,0.269339,0.776723,5688,3.476,40.7385157571249,24.8106128795,44.2194463308868,23.62820714122
3,3,tran_rhf,395.597,390.245,0.258615,0.746484,5688,5.352,31.8823726341883,19.94057599196,38.0783359148522,17.89589075181
